,rmse,mean,median,std,min,max,sse
kitti_05_origin.txt,3.5212501032030863,3.000543797880949,2.39628266088468,1.842807425182,1.1047613623683388,10.152818002253653,34234.19752077868
kitti_05_with_filter.txt,4.669869528140937,4.309690554068237,4.019461551034572,1.7984017176466056,1.2591863307814966,8.35613550654018,60211.00837262141
